PassengerId,Survived
1,0
5,0
6,0
7,0
8,0
13,0
14,0
15,0
17,0
19,0
21,0
25,0
27,0
28,0
30,0
31,0
34,0
35,0
36,0
38,0
39,0
41,0
42,0
43,0
46,0
47,0
49,0
50,0
51,0
52,0
55,0
58,0
60,0
61,0
63,0
64,0
65,0
68,0
70,0
71,0
72,0
73,0
74,0
76,0
77,0
78,0
81,0
84,0
87,0
88,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
109,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
125,0
127,0
130,0
131,0
132,0
133,0
135,0
136,0
138,0
139,0
140,0
141,0
144,0
145,0
146,0
148,0
149,0
150,0
151,0
153,0
154,0
155,0
156,0
158,0
159,0
160,0
161,0
163,0
164,0
165,0
168,0
169,0
170,0
171,0
172,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
186,0
189,0
190,0
192,0
197,0
198,0
200,0
201,0
202,0
203,0
204,0
206,0
207,0
211,0
213,0
214,0
215,0
218,0
220,0
222,0
223,0
224,0
226,0
228,0
229,0
230,0
232,0
233,0
235,0
236,0
237,0
239,0
240,0
241,0
243,0
244,0
245,0
246,0
247,0
250,0
251,0
252,0
253,0
254,0
255,0
261,0
263,0
264,0
265,0
266,0
267,0
271,0
274,0
277,0
278,0
279,0
281,0
282,0
283,0
285,0
286,0
288,0
293,0
294,0
295,0
296,0
297,0
298,0
303,0
305,0
309,0
313,0
314,0
315,0
318,0
321,0
322,0
325,0
327,0
332,0
333,0
334,0
336,0
337,0
340,0
343,0
344,0
345,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
358,0
361,0
362,0
363,0
364,0
365,0
366,0
372,0
373,0
374,0
375,0
378,0
379,0
380,0
383,0
385,0
386,0
387,0
389,0
393,0
396,0
397,0
398,0
399,0
402,0
403,0
404,0
405,0
406,0
407,0
409,0
410,0
411,0
412,0
414,0
416,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
429,0
434,0
435,0
437,0
439,0
440,0
442,0
443,0
451,0
452,0
453,0
455,0
457,0
460,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
471,0
472,0
475,0
476,0
477,0
478,0
479,0
481,0
482,0
483,0
486,0
488,0
489,0
491,0
492,0
493,0
494,0
495,0
496,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
506,0
509,0
512,0
515,0
516,0
518,0
520,0
522,0
523,0
525,0
526,0
528,0
529,0
530,0
532,0
533,0
535,0
537,0
539,0
542,0
543,0
545,0
546,0
549,0
552,0
553,0
556,0
558,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
575,0
576,0
579,0
583,0
584,0
585,0
587,0
589,0
590,0
591,0
593,0
594,0
595,0
596,0
598,0
599,0
602,0
603,0
604,0
606,0
607,0
611,0
612,0
614,0
615,0
617,0
618,0
620,0
621,0
624,0
625,0
626,0
627,0
629,0
630,0
632,0
634,0
635,0
637,0
638,0
639,0
640,0
641,0
643,0
647,0
649,0
651,0
653,0
655,0
656,0
657,0
658,0
659,0
660,0
662,0
663,0
664,0
666,0
667,0
668,0
669,0
672,0
673,0
675,0
676,0
677,0
679,0
681,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
694,0
695,0
696,0
697,0
699,0
700,0
703,0
704,0
705,0
706,0
712,0
714,0
715,0
716,0
719,0
720,0
722,0
723,0
724,0
726,0
729,0
730,0
732,0
733,0
734,0
735,0
736,0
737,0
739,0
740,0
742,0
744,0
746,0
747,0
749,0
750,0
753,0
754,0
757,0
758,0
759,0
761,0
762,0
765,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
776,0
777,0
779,0
783,0
784,0
785,0
786,0
788,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
799,0
800,0
801,0
806,0
807,0
808,0
809,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
823,0
825,0
826,0
827,0
833,0
834,0
835,0
837,0
838,0
841,0
842,0
844,0
845,0
846,0
847,0
848,0
849,0
851,0
852,0
853,0
855,0
860,0
861,0
862,0
864,0
865,0
868,0
869,0
871,0
873,0
874,0
877,0
878,0
879,0
882,0
883,0
884,0
885,0
886,0
887,0
889,0
891,0
